sex;prefecture;pop_total;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
Female;Toyama-ken;532.177;3.040;3.155;3.342;3.426;3.629;3.665;3.671;3.818;3.860;3.811;4.056;4.131;4.310;4.243;4.272;4.300;4.643;4.623;4.485;4.017;4.070;4.174;4.170;4.101;4.235;4.444;4.197;4.136;4.065;4.047;4.296;4.358;4.461;4.656;4.904;5.098;5.177;5.199;5.406;5.543;5.727;6.173;6.354;6.756;7.135;7.763;8.177;8.278;8.089;7.767;7.314;7.147;7.138;6.952;5.373;6.792;6.348;6.477;5.985;6.269;6.272;6.425;6.347;6.187;6.434;7.182;6.890;7.456;7.706;8.134;9.464;10.201;10.397;11.174;5.643;6.142;7.952;7.253;7.840;7.027;6.269;5.316;5.485;5.762;6.310;5.172;5.113;5.247;4.577;4.227;3.601;3.418;2.838;2.287;1.865;1.533;1.149;790;646;420;778
Female;Ishikawa-ken;582.755;3.690;3.768;3.998;4.160;4.277;4.489;4.411;4.508;4.722;4.528;4.689;4.804;5.158;5.002;4.896;4.981;5.135;5.252;5.495;5.680;5.808;5.479;5.471;5.157;5.102;5.094;5.178;4.833;4.992;5.171;5.180;5.279;5.377;5.549;5.647;5.789;6.066;6.156;6.168;6.333;6.556;6.994;7.314;7.453;8.020;8.427;8.999;9.216;8.805;8.345;8.217;7.644;7.721;7.801;5.887;7.429;6.962;7.013;6.722;6.701;6.821;6.936;7.172;6.592;6.941;7.328;7.330;7.550;7.970;8.362;9.389;11.056;11.050;10.910;5.710;6.038;7.699;7.597;7.707;6.975;5.980;5.105;5.522;5.480;5.884;4.976;4.804;4.888;4.316;4.265;3.435;3.275;2.819;2.159;1.866;1.538;1.043;759;557;444;809
Female;Fukui-ken;392.890;2.593;2.607;2.765;2.853;2.894;3.021;2.996;3.175;3.168;3.278;3.330;3.425;3.514;3.449;3.480;3.477;3.609;3.697;3.327;2.963;3.123;3.152;3.112;3.082;3.188;3.257;3.359;3.197;3.270;3.263;3.496;3.672;3.677;3.817;3.825;4.049;4.150;4.213;4.126;4.192;4.588;4.431;4.722;4.888;5.135;5.311;5.571;5.731;5.665;5.269;5.107;5.025;5.132;5.247;3.807;5.087;4.978;4.946;4.645;4.859;4.885;5.282;4.950;4.582;5.032;5.296;4.988;5.410;5.784;5.967;6.607;7.156;7.205;6.294;3.287;3.942;5.007;5.044;5.166;4.641;4.214;3.465;3.931;4.144;4.404;3.763;3.638;3.422;3.380;2.991;2.509;2.502;2.065;1.703;1.381;1.162;812;591;436;310;557
Female;Yamanashi-ken;412.665;2.495;2.532;2.731;2.818;2.857;2.951;2.973;3.101;3.115;3.106;3.218;3.253;3.378;3.422;3.447;3.478;3.656;3.701;4.072;4.221;4.111;3.880;3.455;3.308;3.325;3.323;3.266;3.320;3.302;3.330;3.451;3.465;3.670;3.777;3.635;3.990;4.099;4.170;4.182;4.303;4.482;4.638;4.869;5.058;5.308;5.455;5.794;6.072;5.835;5.826;5.792;5.830;5.829;5.814;4.806;5.588;5.581;5.394;5.151;5.278;5.148;5.308;5.265;5.278;5.598;5.530;5.669;5.775;6.027;6.326;6.806;7.332;7.088;6.641;3.884;4.424;5.656;5.317;5.313;5.047;4.640;4.117;4.391;4.221;3.891;3.954;3.474;3.488;3.159;3.080;2.664;2.409;2.069;1.811;1.354;1.187;898;678;457;353;651
Female;Nagano-ken;1.047.622;6.333;6.706;6.932;7.108;7.407;7.831;7.880;8.150;8.231;8.442;8.610;8.753;9.090;9.057;9.160;9.173;9.527;9.632;9.001;8.043;7.879;7.829;7.829;7.671;7.919;8.092;8.182;7.956;8.274;8.327;8.763;8.903;9.085;9.296;9.714;9.993;10.504;10.844;10.705;10.933;11.856;12.346;13.104;13.305;14.308;14.573;15.658;15.260;15.149;14.660;14.369;14.322;14.158;14.226;11.136;13.673;12.972;12.870;12.551;12.616;12.727;13.121;12.827;12.330;13.301;13.607;13.429;13.797;14.744;16.228;17.196;18.721;18.244;16.867;10.683;12.425;14.692;13.699;13.985;13.002;12.425;10.605;11.088;11.245;10.943;10.140;9.803;9.576;9.087;8.279;7.608;7.085;6.096;5.158;4.293;3.206;2.539;1.876;1.377;984;1.708
Female;Gifu-ken;1.018.306;5.997;6.427;6.843;7.019;7.432;7.656;7.739;8.095;8.424;8.525;8.470;8.695;8.943;8.852;9.149;9.084;9.368;9.676;9.448;9.363;9.615;9.459;9.190;8.532;8.619;8.633;8.342;8.250;8.310;8.317;8.661;8.794;9.336;9.422;9.527;10.270;10.504;10.560;10.829;10.968;11.460;11.776;12.403;12.654;13.710;14.157;15.166;15.572;14.965;14.861;14.266;14.063;13.846;13.942;10.282;13.880;12.853;12.706;12.181;12.421;12.383;12.579;12.341;12.090;12.627;13.005;13.218;13.986;14.720;15.446;17.046;18.625;18.891;16.479;10.145;11.645;13.833;13.313;13.420;12.565;12.118;9.773;10.332;10.285;9.913;9.272;8.617;7.887;7.280;6.474;5.865;5.072;4.272;3.595;2.907;2.192;1.718;1.259;860;645;1.106
Female;Shizuoka-ken;1.842.084;11.204;11.727;12.362;12.950;13.477;14.124;14.107;14.562;15.045;15.271;15.532;15.554;16.022;16.134;16.028;15.897;16.415;16.386;15.600;14.737;14.684;14.609;14.488;15.096;15.037;15.182;15.589;15.139;15.533;15.560;16.534;16.640;17.621;18.296;18.460;19.132;20.079;20.092;20.568;20.742;21.507;21.964;23.004;23.626;24.901;25.943;27.524;28.183;27.635;27.083;26.089;25.881;25.292;25.641;19.238;24.970;23.004;22.316;22.044;21.928;22.318;22.849;22.605;21.867;22.753;23.551;23.601;25.395;26.670;28.022;30.286;32.610;33.191;29.624;18.694;21.276;25.546;24.082;24.068;23.157;21.797;17.715;18.636;18.521;17.559;16.769;15.385;14.192;13.292;11.960;10.480;8.922;8.154;6.435;5.428;4.213;3.121;2.388;1.617;1.219;2.128
Female;Aichi-ken;3.780.913;27.307;28.311;30.021;30.453;31.184;32.014;31.341;32.612;32.908;33.264;33.562;33.591;34.108;33.426;33.552;33.219;34.404;34.316;35.486;37.583;39.188;39.831;40.494;40.145;40.379;40.923;40.326;39.854;39.395;39.169;39.593;40.484;41.145;42.326;42.484;43.888;45.210;45.213;45.375;45.583;46.867;48.548;50.158;51.929;54.095;57.252;60.347;61.957;61.034;59.761;56.870;55.611;54.233;52.506;40.396;50.927;46.708;45.557;43.114;41.609;41.227;41.159;39.411;37.668;38.860;40.316;40.019;43.382;45.547;48.323;52.907;60.019;60.999;55.075;35.629;39.438;46.668;44.053;44.746;42.865;38.980;32.063;32.316;32.275;30.657;27.829;25.656;23.219;20.823;18.619;15.668;13.552;11.746;8.893;7.511;5.730;4.121;3.190;2.193;1.578;2.837
Female;Mie-ken;905.779;5.490;5.736;6.093;6.197;6.616;6.858;6.702;7.161;7.209;7.460;7.448;7.679;7.856;7.756;7.876;7.766;8.313;8.195;8.108;7.871;8.023;7.936;8.032;7.807;7.578;7.747;7.772;7.542;7.717;7.759;8.187;8.316;8.500;8.535;8.852;9.108;9.538;9.676;9.610;9.801;10.276;10.409;11.089;11.595;12.183;12.942;13.608;13.994;13.674;13.028;12.760;12.619;12.682;12.244;9.376;12.479;11.612;11.592;11.281;10.948;10.800;11.332;11.004;10.672;11.174;11.423;11.388;12.431;12.803;13.430;14.536;16.063;16.592;14.583;8.773;9.998;12.812;11.727;11.497;11.275;10.641;8.504;8.996;9.095;9.220;8.283;7.677;7.299;6.577;6.005;5.265;4.516;3.881;3.112;2.574;1.999;1.506;1.151;798;575;975
Female;Shiga-ken;716.181;5.042;5.323;5.591;5.715;6.093;6.245;6.164;6.540;6.546;6.640;6.650;6.662;6.749;6.911;6.531;6.614;6.819;6.945;7.219;7.381;7.602;7.495;7.154;6.629;6.490;6.462;6.556;6.497;6.453;6.556;6.881;7.132;7.260;7.698;7.715;7.979;8.468;8.525;8.435;8.613;9.145;9.272;10.004;9.937;10.436;10.734;11.194;11.295;11.099;10.606;10.156;9.917;9.734;9.595;7.456;9.233;8.793;8.695;8.380;8.251;8.278;8.493;8.219;7.810;8.402;8.327;8.388;9.033;9.381;9.911;10.646;11.939;11.421;10.554;6.491;6.866;8.475;8.025;7.913;7.539;6.684;5.402;5.824;6.019;5.888;5.110;4.959;4.659;4.482;3.960;3.486;3.114;2.748;2.161;1.743;1.438;993;815;546;398;729
Female;Kyoto-fu;1.346.619;7.812;8.165;8.632;8.885;9.392;9.374;9.654;9.670;9.767;10.107;10.066;10.188;10.560;10.527;10.546;10.594;10.904;11.130;13.198;15.324;16.068;16.172;15.213;14.493;14.746;14.269;13.763;12.923;12.395;12.210;12.451;12.799;12.742;13.161;13.480;13.685;14.695;14.645;14.655;14.848;15.630;15.934;17.009;17.436;18.511;19.359;20.705;21.358;20.851;19.909;19.288;19.078;18.305;18.210;14.564;17.884;16.633;16.026;15.294;14.791;14.875;14.968;14.354;13.899;14.589;15.212;15.207;16.415;17.562;19.288;21.272;24.908;24.992;23.577;14.023;14.350;18.541;17.808;18.468;17.578;14.611;12.215;13.068;13.153;13.253;11.281;10.932;10.020;9.427;8.433;7.123;6.453;5.641;4.329;3.651;2.816;2.131;1.697;1.235;868;1.713
Female;Osaka-fu;4.601.729;29.621;30.504;31.004;31.625;32.713;33.404;33.260;33.809;34.198;35.227;35.180;35.585;35.937;36.433;35.931;35.837;37.719;38.140;41.864;45.650;47.630;48.810;49.904;50.153;50.576;50.263;49.989;48.287;48.197;47.528;48.291;47.707;48.793;49.264;49.409;50.308;52.019;52.714;52.494;52.125;55.272;56.489;59.368;60.980;65.063;68.413;73.643;76.414;75.837;74.037;72.605;70.048;68.200;66.346;51.602;63.561;58.331;55.976;53.088;49.590;48.738;48.736;47.184;44.580;46.804;48.135;49.001;52.821;56.813;62.377;66.901;77.917;78.385;75.172;45.660;50.588;63.151;59.641;63.221;61.163;52.113;43.947;44.352;44.482;43.079;38.063;33.323;31.023;28.160;24.334;20.280;18.197;15.110;11.243;9.226;6.858;5.217;4.059;2.944;2.104;3.662
Female;Hyogo-ken;2.865.246;17.969;18.489;19.245;20.233;20.886;21.494;21.503;22.249;22.396;23.045;23.135;23.414;24.012;23.439;23.484;23.487;24.378;24.571;25.930;26.603;27.277;27.636;27.537;26.110;25.814;25.407;25.155;24.914;24.993;25.137;25.891;26.049;27.149;27.983;28.472;29.717;31.007;31.732;31.582;32.079;33.560;34.219;36.370;37.742;39.609;42.073;44.726;45.978;45.119;44.217;43.184;42.495;40.989;40.317;31.877;39.557;36.843;36.044;35.132;33.306;33.717;34.911;33.520;31.497;33.425;34.298;34.539;37.207;38.409;41.702;44.130;50.804;50.486;47.658;28.709;32.114;38.659;36.208;37.952;36.654;30.621;26.278;27.739;27.840;27.904;24.790;22.283;21.775;20.035;18.029;14.907;13.461;11.425;8.745;7.580;5.663;4.224;3.208;2.525;1.652;3.003
Female;Nara-ken;700.547;3.836;4.165;4.287;4.519;4.839;4.939;4.938;5.264;5.293;5.399;5.432;5.444;5.840;5.776;5.869;5.898;6.069;6.265;6.442;6.956;6.845;6.924;6.487;5.867;5.791;5.839;5.610;5.529;5.445;5.643;5.687;5.950;6.183;6.366;6.478;6.751;7.077;7.151;7.178;7.437;7.753;7.808;8.495;8.781;9.094;9.636;10.463;10.874;10.687;10.436;10.202;10.059;10.019;9.920;7.800;9.870;9.017;8.924;8.539;8.256;8.376;8.891;8.483;8.124;8.804;9.000;9.130;9.657;10.503;11.009;11.829;13.572;13.375;13.042;7.362;8.095;10.226;9.908;10.127;9.585;8.142;6.751;6.861;6.953;6.790;6.051;5.448;5.223;4.951;4.341;3.700;3.389;2.945;2.296;1.937;1.457;1.126;852;660;455;780
Female;Wakayama-ken;487.533;2.756;2.800;2.975;3.063;3.264;3.490;3.407;3.537;3.658;3.665;3.666;3.833;3.883;3.690;3.901;3.875;3.957;4.211;3.844;3.454;3.590;3.505;3.602;3.498;3.567;3.610;3.637;3.557;3.620;3.774;3.828;4.034;4.307;4.390;4.418;4.553;4.814;4.889;4.773;5.008;5.148;5.191;5.544;5.584;6.094;6.527;6.900;7.175;6.950;6.829;6.738;6.748;6.639;6.710;5.218;7.059;6.577;6.408;6.307;6.163;6.266;6.476;6.246;5.948;6.472;6.473;6.564;7.026;7.180;7.857;8.419;9.597;9.355;8.837;5.073;5.755;7.332;6.894;7.230;6.898;5.839;5.140;5.483;5.720;5.465;5.084;4.748;4.784;4.196;3.698;3.244;2.862;2.554;2.079;1.745;1.276;993;778;526;362;647
Female;Tottori-ken;288.975;1.814;1.894;2.012;2.092;2.115;2.235;2.247;2.298;2.391;2.424;2.265;2.369;2.348;2.434;2.422;2.466;2.596;2.601;2.326;2.291;2.283;2.259;2.239;2.175;2.106;2.142;2.312;2.269;2.213;2.304;2.438;2.435;2.691;2.645;2.760;2.936;3.077;3.089;3.144;3.138;3.372;3.282;3.466;3.539;3.717;3.679;3.938;3.889;3.888;3.615;3.355;3.429;3.358;3.575;2.811;3.410;3.454;3.427;3.625;3.431;3.687;3.795;3.697;3.912;4.046;4.142;4.060;4.316;4.478;4.536;4.868;5.226;5.240;4.669;2.723;3.093;3.620;3.442;3.512;3.553;3.178;2.862;3.121;3.198;3.273;3.070;2.924;2.745;2.660;2.520;2.197;2.065;1.708;1.520;1.239;994;719;518;452;278;564
Female;Shimane-ken;346.835;2.150;2.290;2.368;2.455;2.585;2.639;2.697;2.749;2.664;2.857;2.862;2.778;2.879;2.848;2.902;2.970;2.983;3.062;2.799;2.580;2.614;2.451;2.471;2.330;2.443;2.514;2.657;2.606;2.674;2.674;2.757;2.919;3.025;3.122;3.192;3.404;3.372;3.499;3.470;3.629;3.765;3.875;3.848;4.154;4.160;4.382;4.554;4.605;4.389;4.110;4.053;4.074;3.980;3.959;3.137;3.989;3.876;4.074;4.071;4.119;4.290;4.368;4.391;4.365;4.601;4.661;4.769;5.010;5.337;5.547;6.062;6.579;6.372;6.284;3.349;3.897;4.540;4.599;4.471;4.504;3.890;3.613;4.097;4.296;4.525;4.102;3.952;3.789;3.767;3.247;2.954;2.721;2.355;1.924;1.686;1.277;1.026;782;553;419;750
Female;Okayama-ken;980.387;6.470;6.595;6.943;7.157;7.402;7.469;7.566;7.773;7.845;7.945;8.060;8.002;8.156;8.026;7.969;8.048;8.553;8.737;9.468;9.906;9.957;9.964;9.750;9.422;9.235;9.254;8.987;8.776;8.765;8.787;9.101;9.371;9.291;9.753;9.890;10.272;10.573;10.709;10.555;10.623;10.985;11.105;11.775;12.265;13.073;13.898;14.432;14.682;14.181;13.670;13.039;12.741;12.203;12.044;9.493;11.775;11.492;10.895;10.938;10.678;11.183;11.765;11.560;11.208;11.800;11.693;11.587;12.636;13.136;14.405;15.179;17.515;17.478;16.528;10.260;11.342;13.332;12.468;12.461;12.712;10.017;9.043;9.847;10.312;10.024;9.066;8.291;8.531;7.986;7.540;6.159;5.707;4.758;3.854;3.348;2.443;1.905;1.534;1.078;766;1.441
Female;Hiroshima-ken;1.442.546;9.467;9.815;10.495;10.730;10.991;11.602;11.659;12.029;12.128;12.271;12.294;12.363;12.463;12.369;12.113;12.139;12.565;12.695;12.939;12.818;13.202;13.064;13.160;13.159;12.853;13.051;12.980;12.814;12.809;12.970;13.158;13.560;13.880;14.525;14.700;14.932;15.633;16.210;15.901;16.002;17.172;17.093;18.140;18.666;19.778;20.961;22.166;22.425;22.117;21.313;19.987;19.846;19.231;18.946;14.579;18.249;16.942;16.634;16.373;16.082;16.429;16.926;16.879;16.078;16.961;17.026;17.341;18.872;19.264;21.530;22.713;25.481;24.524;24.767;15.248;16.790;18.854;18.364;18.855;18.061;15.267;12.855;13.606;14.194;13.653;12.927;11.645;11.244;10.393;9.482;8.196;7.560;6.624;5.325;4.501;3.591;2.658;2.019;1.523;1.119;1.993
Female;Yamaguchi-ken;705.323;4.003;4.135;4.362;4.523;4.728;4.820;4.837;5.143;5.173;5.539;5.509;5.505;5.626;5.568;5.534;5.652;5.701;5.863;5.735;5.819;5.803;5.642;5.395;5.111;5.030;5.105;5.089;5.165;5.130;5.012;5.277;5.466;5.710;5.947;6.363;6.631;6.984;6.999;6.917;7.000;7.407;7.818;7.817;8.577;8.787;9.339;9.672;9.804;9.741;9.311;9.233;8.998;8.981;8.929;6.610;8.557;8.045;8.022;8.011;8.063;8.359;8.952;9.015;8.591;9.439;9.450;9.538;10.460;11.002;11.911;12.951;14.565;13.664;13.768;8.487;8.794;10.490;10.168;10.508;10.640;8.969;7.751;8.171;8.622;8.302;7.892;7.197;6.976;6.628;5.962;4.884;4.553;3.947;3.123;2.662;2.077;1.638;1.254;915;636;1.139
Female;Tokushima-ken;376.294;2.067;2.067;2.277;2.337;2.439;2.557;2.463;2.641;2.630;2.703;2.749;2.741;2.769;2.835;2.824;2.771;2.949;3.065;3.064;3.094;3.266;3.087;3.027;2.864;2.705;2.686;2.716;2.738;2.762;2.752;2.960;3.188;3.131;3.379;3.474;3.579;3.911;3.922;3.863;3.938;4.055;4.210;4.455;4.443;4.792;5.144;5.246;5.273;5.191;5.011;4.857;4.695;4.693;4.803;3.711;4.979;4.658;4.657;4.535;4.516;4.811;5.143;5.030;4.901;5.384;5.636;5.577;5.820;6.087;6.412;6.748;7.459;7.726;6.658;3.658;4.053;5.040;4.934;5.086;4.929;4.368;3.948;4.024;4.598;4.294;4.003;3.801;3.956;3.442;3.238;2.861;2.607;2.178;1.684;1.478;1.095;835;619;439;311;509
Female;Kagawa-ken;491.047;3.037;3.104;3.396;3.433;3.506;3.681;3.764;3.782;3.973;3.875;4.049;3.997;4.078;4.153;4.111;4.171;4.319;4.340;4.096;3.767;3.901;3.797;3.827;3.811;3.757;3.905;3.852;3.877;3.955;4.025;4.266;4.265;4.466;4.644;4.791;5.097;5.196;5.307;5.187;5.441;5.728;5.878;6.146;6.505;6.840;7.067;7.432;7.467;7.223;6.683;6.658;6.237;6.225;6.167;4.587;6.266;5.795;5.406;5.635;5.438;5.709;6.338;6.111;5.812;6.401;6.465;6.058;6.934;7.191;7.881;8.240;9.647;9.497;9.141;5.108;5.488;6.557;6.074;6.419;6.089;5.271;4.562;5.075;5.288;5.184;4.827;4.452;4.492;4.113;3.798;3.262;2.998;2.530;2.099;1.787;1.275;984;721;581;417;789
Female;Ehime-ken;701.779;3.775;3.987;4.506;4.515;4.835;4.883;4.875;5.164;5.435;5.339;5.474;5.610;5.637;5.617;5.615;5.604;5.814;5.918;5.484;5.112;5.382;5.282;5.267;5.266;5.068;5.221;5.254;5.153;5.335;5.423;5.638;5.769;6.108;6.425;6.544;6.933;7.105;7.347;7.340;7.303;7.670;7.851;8.301;8.815;8.994;9.501;10.007;10.133;9.819;9.512;9.149;9.139;9.021;8.922;6.854;9.339;8.722;8.597;8.675;8.302;8.825;9.385;9.179;9.021;9.541;9.821;9.555;10.319;11.262;11.696;12.465;13.797;13.072;12.312;7.733;8.345;9.853;8.640;9.498;9.538;8.338;7.454;7.536;8.171;7.643;7.365;6.829;6.506;6.216;5.573;5.062;4.570;3.945;3.162;2.650;1.980;1.522;1.157;873;592;1.093
Female;Kochi-ken;364.996;1.978;2.032;2.227;2.253;2.302;2.504;2.408;2.559;2.571;2.520;2.598;2.645;2.686;2.745;2.754;2.876;2.962;2.940;2.891;2.723;2.721;2.752;2.515;2.364;2.312;2.376;2.500;2.601;2.458;2.550;2.666;2.789;2.943;3.039;3.241;3.444;3.483;3.689;3.613;3.778;3.653;4.012;4.191;4.363;4.814;4.889;5.060;5.151;5.026;4.794;4.692;4.567;4.479;4.500;3.317;4.549;4.484;4.520;4.379;4.340;4.600;4.767;4.803;4.579;4.861;5.104;5.116;5.471;5.823;5.993;6.653;7.270;7.125;7.103;4.106;4.611;5.612;4.915;5.290;5.181;4.558;3.942;4.140;4.518;4.288;4.191;3.975;4.066;3.628;3.323;3.091;2.703;2.477;1.948;1.618;1.304;1.000;786;548;376;745
Female;Fukuoka-ken;2.704.263;18.867;19.486;20.478;20.841;21.432;22.100;21.842;22.263;22.428;22.884;22.837;22.824;23.151;22.716;21.831;21.694;22.454;22.337;25.342;27.543;27.480;26.920;27.583;27.539;27.585;27.463;27.043;26.302;26.605;26.566;26.701;27.382;27.659;29.203;29.927;30.996;32.128;32.260;32.594;32.775;33.903;34.769;35.356;35.903;36.952;38.379;39.698;39.551;38.638;36.916;36.212;35.752;34.468;34.445;27.741;33.275;31.278;30.796;30.734;30.379;30.938;32.208;31.532;30.402;32.788;33.292;33.678;36.604;37.680;40.447;42.184;46.748;43.596;41.014;25.542;26.800;32.299;29.854;31.502;31.581;27.655;24.191;24.597;25.457;24.443;22.589;21.113;19.860;18.890;16.686;14.065;13.225;11.090;8.647;7.252;5.711;4.296;3.367;2.416;1.680;3.138
Female;Saga-ken;426.991;2.869;3.029;3.221;3.174;3.451;3.465;3.531;3.637;3.642;3.845;3.794;3.833;3.973;3.936;3.723;3.932;3.992;4.061;3.787;3.794;3.807;3.633;3.589;3.510;3.378;3.364;3.427;3.341;3.461;3.557;3.582;3.902;3.957;4.177;4.253;4.519;4.645;4.781;4.744;4.683;5.034;5.022;5.046;5.234;5.324;5.359;5.719;5.497;5.412;5.192;5.135;5.241;5.193;5.229;4.473;5.216;5.143;5.025;5.168;5.309;5.489;5.736;5.670;5.473;5.872;6.086;6.103;6.442;6.652;6.898;6.991;7.418;6.769;6.263;3.972;4.315;5.048;4.920;5.181;5.082;4.717;4.096;4.305;4.484;4.336;4.123;3.926;3.775;3.566;3.090;2.840;2.580;2.257;1.765;1.558;1.215;857;704;489;331;627
Female;Nagasaki-ken;695.405;4.396;4.665;4.753;4.992;5.140;5.328;5.424;5.548;5.597;5.627;5.559;5.707;5.804;5.795;5.749;5.809;6.033;6.039;5.593;5.056;5.163;5.104;4.999;4.688;4.808;4.984;5.096;5.047;5.195;5.259;5.546;5.865;6.020;6.430;6.319;6.801;7.015;7.139;7.282;7.282;7.539;7.798;7.742;8.026;8.449;8.754;9.172;9.263;8.952;8.689;8.601;9.018;8.710;8.956;7.452;8.988;8.691;8.795;8.717;9.000;9.605;9.542;9.807;9.128;10.114;10.459;10.721;10.845;11.411;11.751;12.071;13.058;12.141;11.382;7.104;7.351;9.056;8.223;9.205;9.077;8.504;7.630;7.871;7.744;7.499;7.371;6.847;6.439;6.216;5.345;4.906;4.277;3.741;3.066;2.579;2.053;1.581;1.202;866;583;1.066
Female;Kumamoto-ken;915.820;6.260;6.416;6.941;7.067;7.261;7.581;7.559;7.646;7.691;7.771;7.956;7.997;8.073;7.869;7.750;7.725;7.887;8.091;7.824;7.469;7.561;7.516;7.264;7.213;7.076;7.188;7.359;7.629;7.677;7.616;7.869;8.301;8.675;8.927;9.228;9.617;10.117;9.809;10.136;10.182;10.503;10.671;10.904;10.988;11.418;11.624;11.836;11.997;11.489;11.009;10.665;11.032;11.025;11.817;9.382;11.422;11.150;11.152;11.214;11.415;11.541;12.330;12.113;11.949;12.793;12.954;13.079;13.504;13.953;14.303;14.770;15.801;14.920;13.853;8.852;9.287;10.987;10.706;10.868;11.253;10.184;9.311;9.909;10.251;9.652;9.418;8.699;8.580;7.791;7.146;6.380;5.730;4.960;4.108;3.416;2.751;2.095;1.601;1.194;810;1.511
Female;Oita-ken;590.438;3.626;3.727;4.015;4.054;4.359;4.326;4.429;4.480;4.559;4.831;4.816;4.842;4.908;4.764;4.929;4.679;4.761;5.021;4.718;4.720;4.702;4.784;4.587;4.371;4.291;4.318;4.448;4.372;4.446;4.668;4.718;5.015;5.078;5.401;5.657;5.742;6.008;6.207;6.196;6.362;6.594;6.801;6.982;7.194;7.644;7.687;7.948;8.059;7.758;7.452;7.268;7.372;7.116;7.426;5.318;7.251;6.917;7.008;6.913;6.941;7.401;7.975;7.690;7.535;8.352;8.351;8.369;8.937;9.197;9.963;10.316;11.263;11.028;10.206;6.341;6.932;8.153;7.631;7.903;7.840;6.921;6.206;6.487;7.102;6.415;6.342;5.897;5.653;5.044;4.936;4.229;3.816;3.292;2.770;2.175;1.709;1.383;1.025;727;463;879
Female;Miyazaki-ken;564.813;3.753;3.883;4.034;4.251;4.367;4.513;4.599;4.792;4.844;4.870;5.012;4.845;5.085;4.959;4.835;4.795;5.025;5.015;4.548;4.049;4.235;4.001;4.085;3.917;3.907;4.108;4.118;4.104;4.219;4.198;4.657;4.709;4.986;5.347;5.415;5.746;5.948;6.164;6.283;6.170;6.405;6.642;6.631;6.971;7.203;7.373;7.543;7.337;7.107;6.815;6.628;6.680;6.840;6.842;5.368;6.939;6.773;7.017;6.805;6.997;7.421;7.803;7.587;7.867;8.195;8.272;8.465;8.605;9.000;9.430;9.660;10.565;10.316;9.183;5.405;5.891;6.972;6.546;7.090;7.162;6.254;5.958;6.098;6.575;5.944;6.076;5.403;5.513;4.797;4.388;3.946;3.583;3.062;2.508;2.143;1.626;1.157;912;724;485;919
Female;Kagoshima-ken;839.950;5.444;5.776;6.210;6.174;6.527;6.706;6.760;6.959;7.189;7.287;7.194;7.149;7.311;7.099;7.004;7.098;7.357;7.355;6.874;6.311;6.297;6.151;6.205;6.144;6.037;6.261;6.196;6.401;6.739;6.735;7.157;7.312;7.755;8.250;7.938;8.850;9.058;9.337;9.349;9.381;9.519;9.818;9.790;10.095;10.157;10.174;10.409;10.456;10.270;9.772;9.797;9.882;9.994;10.402;8.809;10.236;10.409;10.655;10.383;10.883;11.326;11.655;11.892;12.181;12.651;12.738;13.150;12.644;13.647;13.364;13.438;14.304;14.130;11.963;7.994;8.006;10.090;9.494;9.937;10.262;9.418;9.079;9.092;9.569;8.885;9.057;8.264;8.150;7.754;6.771;6.377;5.565;4.899;4.124;3.168;2.644;2.031;1.524;1.152;827;1.487
Female;Okinawa-ken;744.668;7.266;7.207;7.585;7.715;8.040;8.144;8.017;8.346;8.313;8.367;8.275;8.180;8.197;8.074;7.833;7.786;7.875;7.911;7.389;7.205;7.094;7.070;7.008;7.256;7.133;7.334;7.505;7.552;7.904;7.756;7.939;8.188;8.706;8.894;9.278;9.697;9.689;9.638;9.542;9.423;9.805;9.872;9.720;10.261;10.226;10.649;11.189;10.985;10.361;10.093;9.847;9.746;9.634;9.533;7.932;8.865;8.810;8.919;8.872;8.924;8.845;9.381;9.168;9.016;9.328;9.350;9.678;9.715;9.659;9.762;9.785;8.789;9.104;7.551;3.614;4.338;5.786;5.919;6.024;6.058;5.781;5.781;5.782;5.589;5.524;4.987;4.648;4.493;3.849;3.422;3.238;2.865;2.556;2.000;1.539;1.208;925;818;738;444;1.037
